member,feature,horizon_minutes,sign,n_sessions,measured_raw_ic,excess_wild,excess_wild_se,excess_wild_maxT_p,excess_block,excess_block_p,sign_stable_folds,nulls_agree,status,control_excess,control_maxT_p,fold0_mean_excess,fold1_mean_excess,fold2_mean_excess,fold3_mean_excess,fold4_mean_excess
momentum_5m_over_session_range|30m|+,momentum_5m_over_session_range,30,+,213,-0.07109179003874089,-0.023439732907226455,0.008857296509653886,1.0,-0.0019048211023730921,0.6020489983166484,5,False,NO_EXCESS,0.00021357004858523694,1.0,-0.025327739725971597,-0.047923684265384306,-0.025417141960755073,-0.03195228385768411,-0.011089642015767672
momentum_5m_bps|30m|+,momentum_5m_bps,30,+,213,-0.08117172591547687,-0.024249956286242085,0.008684990099240826,1.0,-0.0018529246855411045,0.6013539395885423,5,False,NO_EXCESS,0.001869693540564013,1.0,-0.029468697963002097,-0.04470627647826976,-0.024451858939258633,-0.030551129804327705,-0.014023844685782971
minute_of_session|30m|+,minute_of_session,30,+,213,-0.024544507613218837,-0.02448598148666017,0.02242523760137449,1.0,-0.025585114336522417,0.8697717757953768,4,False,NO_EXCESS,0.005690094770388449,1.0,0.04774826931546483,-0.05524272563606681,-0.1085303103590616,-0.04774361560579174,-0.04691624025788375
spx_vwap_gap_points|15m|+,spx_vwap_gap_points,15,+,213,-0.2908259407508549,-0.02573801815392518,0.011275835704763343,1.0,-0.028186654309221286,0.9955515399626833,5,False,NO_EXCESS,0.005925544233642097,0.99990000499975,-0.016181189376776747,-0.06843434674914119,-0.016546995813670556,-0.03856247256685103,-0.006446236355471727
spx_vwap_gap_bps|15m|+,spx_vwap_gap_bps,15,+,213,-0.29089344059829614,-0.025814968678425365,0.011274584377657191,1.0,-0.02825992615728759,0.9956413715371865,5,False,NO_EXCESS,0.0059606339680698325,0.99990000499975,-0.01641677495592841,-0.06862782883139434,-0.016720898058452924,-0.03842965094681859,-0.006455343532719871
spx_vwap_gap_points|30m|+,spx_vwap_gap_points,30,+,213,-0.3741632021323045,-0.026351736970160803,0.014555542943412453,1.0,-0.03688220414567058,0.9945126016568295,5,False,NO_EXCESS,0.011592097426123636,0.9960501974901255,-0.015051518132892697,-0.09473091974647306,-0.0012944018190145234,-0.033344441004743146,-0.0013054953343885993
spx_vwap_gap_bps|30m|+,spx_vwap_gap_bps,30,+,213,-0.37419773755454183,-0.026393586594367958,0.014553372824654676,1.0,-0.03692254502547524,0.9945619682659214,5,False,NO_EXCESS,0.011597860191888807,0.9960501974901255,-0.015212247140342508,-0.09484808822078462,-0.0014200993716744063,-0.03323812326012998,-0.0013204669891975335
spx_vwap_gap_points|60m|+,spx_vwap_gap_points,60,+,213,-0.4787317562969434,-0.03740859440268504,0.01730612702640547,1.0,-0.05418429428142213,0.9989793850835081,5,False,NO_EXCESS,0.016260774417576025,0.9937503124843757,-0.025321484058166158,-0.09322545829752457,-0.01000358804884091,-0.03133447911732261,-0.03837007084785734
spx_vwap_gap_bps|60m|+,spx_vwap_gap_bps,60,+,213,-0.47872675985218,-0.03740985144475855,0.017306009097857195,1.0,-0.05418257954230671,0.9989785674473877,5,False,NO_EXCESS,0.016256405903567302,0.9937503124843757,-0.025394384213487622,-0.09323517821438156,-0.010078274912601224,-0.031266448861742624,-0.03833074256087199
minute_of_session|60m|+,minute_of_session,60,+,213,-0.03777023993001249,-0.03787277120908088,0.030500594029721054,1.0,-0.03896901186872886,0.895797317154503,5,False,NO_EXCESS,0.0013059955662556343,1.0,-0.004514269787747569,-0.1023670409646759,-0.1316901708061211,-0.03823951033603922,-0.04479996918571451
omar_clipped_neg3_pos3|15m|+,omar_clipped_neg3_pos3,15,+,213,-0.32455748695220465,-0.05209812413780706,0.011097380914943004,1.0,-0.062189212577770575,0.9999999952847785,5,False,NO_EXCESS,0.00452722307099497,1.0,-0.0341932867741516,-0.08398394946033741,-0.04040923873092702,-0.08588111517407213,-0.0339727542921165
omar_clipped_neg3_pos3|30m|+,omar_clipped_neg3_pos3,30,+,213,-0.4187646029320599,-0.06343936430630727,0.01399872885189344,1.0,-0.08404061198610517,0.9999999973046849,5,False,NO_EXCESS,0.013218717591480548,0.9834008299585021,-0.052854011706883856,-0.1295852200374408,-0.04013589018348463,-0.07908257788562019,-0.0348361756392024
omar_clipped_neg3_pos3|60m|+,omar_clipped_neg3_pos3,60,+,213,-0.5217198901738914,-0.07798695109615199,0.015872497233990136,1.0,-0.10683243456174724,0.9999999999027863,5,False,NO_EXCESS,0.015277741539615704,0.9933003349832509,-0.07021584102735497,-0.13954521807807851,-0.06876802490789453,-0.06601937604046743,-0.06321313476709138
