trade_number,session,month,segment,stage,decision_time,side,contract_id,score_margin,one_contract_premium,baseline_quantity,candidate_quantity,quantity_delta,baseline_pnl,candidate_pnl,incremental_pnl,skip_reason,is_scaled,is_skipped
889,2026-02-18,2026-02,q1_2026,test,2026-02-18T19:10:00+00:00,CALL,SPXW-20260218-06875.000-C,1.7961463758945464,1420.0,1,1,0,-590.0,-590.0,0.0,,False,False
890,2026-02-18,2026-02,q1_2026,test,2026-02-18T19:39:00+00:00,CALL,SPXW-20260218-06840.000-C,1.2022219429016112,3070.0,1,1,0,510.0,510.0,0.0,,False,False
891,2026-02-19,2026-02,q1_2026,test,2026-02-19T15:00:00+00:00,PUT,SPXW-20260219-06885.000-P,1.026198221206665,2860.0,1,1,0,360.0,360.0,0.0,,False,False
892,2026-02-19,2026-02,q1_2026,test,2026-02-19T15:28:00+00:00,PUT,SPXW-20260219-06885.000-P,2.6079445610046386,3220.0000000000005,1,1,0,-430.0,-430.0,0.0,,False,False
893,2026-02-19,2026-02,q1_2026,test,2026-02-19T15:52:00+00:00,CALL,SPXW-20260219-06835.000-C,0.83674241399765,3429.9999999999995,1,1,0,120.0,120.0,0.0,,False,False
894,2026-02-19,2026-02,q1_2026,test,2026-02-19T16:28:00+00:00,PUT,SPXW-20260219-06880.000-P,2.6895108947753905,2150.0,1,2,1,180.0,360.0,180.0,,True,False
895,2026-02-19,2026-02,q1_2026,test,2026-02-19T18:30:00+00:00,CALL,SPXW-20260219-06820.000-C,0.9869092533588408,2540.0,1,1,0,20.0,20.0,0.0,,False,False
896,2026-02-20,2026-02,q1_2026,test,2026-02-20T15:07:00+00:00,CALL,SPXW-20260220-06860.000-C,0.8318079242706298,2640.0,1,1,0,1110.0,1110.0,0.0,,False,False
897,2026-02-20,2026-02,q1_2026,test,2026-02-20T15:31:00+00:00,CALL,SPXW-20260220-06870.000-C,1.7928916940689086,2780.0,1,1,0,180.0,180.0,0.0,,False,False
898,2026-02-20,2026-02,q1_2026,test,2026-02-20T18:30:00+00:00,CALL,SPXW-20260220-06870.000-C,1.6625570783615111,2140.0,1,1,0,850.0,850.0,0.0,,False,False
899,2026-02-20,2026-02,q1_2026,test,2026-02-20T19:11:00+00:00,CALL,SPXW-20260220-06880.000-C,1.513559175491333,2870.0,1,1,0,-80.0,-80.0,0.0,,False,False
900,2026-02-20,2026-02,q1_2026,test,2026-02-20T19:58:00+00:00,CALL,SPXW-20260220-06880.000-C,1.7974610457420348,1960.0,1,1,0,420.0,420.0,0.0,,False,False
901,2026-02-23,2026-02,q1_2026,test,2026-02-23T15:00:00+00:00,PUT,SPXW-20260223-06900.000-P,1.2745929787158965,2750.0,1,1,0,1210.0,1210.0,0.0,,False,False
902,2026-02-23,2026-02,q1_2026,test,2026-02-23T15:27:00+00:00,PUT,SPXW-20260223-06885.000-P,1.580227790236473,2880.0,1,1,0,540.0,540.0,0.0,,False,False
903,2026-02-23,2026-02,q1_2026,test,2026-02-23T18:30:00+00:00,PUT,SPXW-20260223-06870.000-P,3.061145020484924,1870.0,1,2,1,50.0,100.0,50.0,,True,False
904,2026-02-23,2026-02,q1_2026,test,2026-02-23T18:41:00+00:00,PUT,SPXW-20260223-06860.000-P,2.4294707307815555,1410.0,1,2,1,200.0,400.0,200.0,,True,False
905,2026-02-24,2026-02,q1_2026,test,2026-02-24T15:00:00+00:00,PUT,SPXW-20260224-06865.000-P,1.1342649588584899,2740.0,1,1,0,-200.0,-200.0,0.0,,False,False
906,2026-02-24,2026-02,q1_2026,test,2026-02-24T15:16:00+00:00,CALL,SPXW-20260224-06840.000-C,1.9031540880203246,2200.0,1,1,0,1780.0,1780.0,0.0,,False,False
907,2026-02-24,2026-02,q1_2026,test,2026-02-24T18:31:00+00:00,CALL,SPXW-20260224-06875.000-C,2.1545890102386474,1420.0,1,2,1,540.0,1080.0,540.0,,True,False
908,2026-02-24,2026-02,q1_2026,test,2026-02-24T19:08:00+00:00,CALL,SPXW-20260224-06860.000-C,1.4130550155639647,2980.0,1,1,0,-290.0,-290.0,0.0,,False,False
909,2026-02-25,2026-02,q1_2026,test,2026-02-25T15:06:00+00:00,PUT,SPXW-20260225-06945.000-P,1.6359759697914122,2290.0,1,1,0,210.0,210.0,0.0,,False,False
910,2026-02-25,2026-02,q1_2026,test,2026-02-25T15:31:00+00:00,CALL,SPXW-20260225-06895.000-C,1.9167124757766723,3490.0,1,1,0,-770.0,-770.0,0.0,,False,False
911,2026-02-26,2026-02,q1_2026,test,2026-02-26T15:00:00+00:00,PUT,SPXW-20260226-06950.000-P,0.7116151580810546,3320.0000000000005,1,1,0,440.0,440.0,0.0,,False,False
912,2026-02-26,2026-02,q1_2026,test,2026-02-26T15:26:00+00:00,CALL,SPXW-20260226-06855.000-C,0.8567626605033873,3060.0,1,1,0,600.0,600.0,0.0,,False,False
913,2026-02-26,2026-02,q1_2026,test,2026-02-26T15:42:00+00:00,PUT,SPXW-20260226-06900.000-P,1.9751325378417968,2640.0,1,1,0,-820.0,-820.0,0.0,,False,False
914,2026-02-27,2026-02,q1_2026,test,2026-02-27T15:01:00+00:00,CALL,SPXW-20260227-06825.000-C,0.8829552659988402,3420.0000000000005,1,1,0,570.0,570.0,0.0,,False,False
915,2026-02-27,2026-02,q1_2026,test,2026-02-27T15:32:00+00:00,PUT,SPXW-20260227-06885.000-P,1.9060724506378173,3340.0,1,1,0,-290.0,-290.0,0.0,,False,False
916,2026-02-27,2026-02,q1_2026,test,2026-02-27T16:10:00+00:00,CALL,SPXW-20260227-06835.000-C,0.8779212365150451,3500.0,1,1,0,690.0,690.0,0.0,,False,False
917,2026-02-27,2026-02,q1_2026,test,2026-02-27T18:31:00+00:00,CALL,SPXW-20260227-06830.000-C,0.6266538629531859,2730.0,1,1,0,140.0,140.0,0.0,,False,False
918,2026-02-27,2026-02,q1_2026,test,2026-02-27T19:10:00+00:00,PUT,SPXW-20260227-06880.000-P,2.6900058517456054,2740.0,1,2,1,110.0,220.0,110.0,,True,False
919,2026-03-02,2026-03,q1_2026,test,2026-03-02T18:32:00+00:00,CALL,SPXW-20260302-06850.000-C,1.645723355770111,3200.0,1,1,0,-870.0,-870.0,0.0,,False,False
920,2026-03-02,2026-03,q1_2026,test,2026-03-02T19:01:00+00:00,CALL,SPXW-20260302-06850.000-C,1.2269350419044494,2060.0,1,1,0,2060.0,2060.0,0.0,,False,False
921,2026-03-02,2026-03,q1_2026,test,2026-03-02T19:54:00+00:00,CALL,SPXW-20260302-06885.000-C,2.5224335918426513,1540.0,1,2,1,-310.0,-620.0,-310.0,,True,False
922,2026-03-02,2026-03,q1_2026,test,2026-03-02T20:11:00+00:00,CALL,SPXW-20260302-06850.000-C,1.51805002784729,2400.0,1,1,0,640.0,640.0,0.0,,False,False
923,2026-03-03,2026-03,q1_2026,test,2026-03-03T15:31:00+00:00,CALL,SPXW-20260303-06700.000-C,0.9995074400901793,3310.0,1,1,0,1120.0,1120.0,0.0,,False,False
924,2026-03-03,2026-03,q1_2026,test,2026-03-03T15:50:00+00:00,PUT,SPXW-20260303-06735.000-P,2.0829947123527526,2660.0,1,2,1,300.0,600.0,300.0,,True,False
925,2026-03-03,2026-03,q1_2026,test,2026-03-03T15:56:00+00:00,CALL,SPXW-20260303-06710.000-C,1.4235058555603026,2810.0,1,1,0,2840.0,2840.0,0.0,,False,False
926,2026-03-03,2026-03,q1_2026,test,2026-03-03T16:13:00+00:00,CALL,SPXW-20260303-06735.000-C,0.9856331477165221,3440.0,1,1,0,1070.0,1070.0,0.0,,False,False
927,2026-03-03,2026-03,q1_2026,test,2026-03-03T19:11:00+00:00,CALL,SPXW-20260303-06800.000-C,2.3042382130622863,1930.0,1,2,1,1190.0,2380.0,1190.0,,True,False
928,2026-03-03,2026-03,q1_2026,test,2026-03-03T19:36:00+00:00,CALL,SPXW-20260303-06785.000-C,1.5537070760726928,2690.0,1,1,0,2750.0,2750.0,0.0,,False,False
929,2026-03-04,2026-03,q1_2026,test,2026-03-04T15:03:00+00:00,PUT,SPXW-20260304-06860.000-P,1.0587375888824462,3500.0,1,1,0,-1840.0,-1840.0,0.0,,False,False
930,2026-03-04,2026-03,q1_2026,test,2026-03-04T15:43:00+00:00,CALL,SPXW-20260304-06840.000-C,1.8361578712463378,2790.0,1,0,-1,260.0,0.0,-260.0,daily_loss_stop,False,True
931,2026-03-04,2026-03,q1_2026,test,2026-03-04T16:06:00+00:00,CALL,SPXW-20260304-06855.000-C,2.138231707572937,2510.0,1,0,-1,-570.0,-0.0,570.0,daily_loss_stop,False,True
932,2026-03-04,2026-03,q1_2026,test,2026-03-04T18:30:00+00:00,CALL,SPXW-20260304-06865.000-C,1.8593254814147948,1530.0,1,0,-1,170.0,0.0,-170.0,daily_loss_stop,False,True
933,2026-03-04,2026-03,q1_2026,test,2026-03-04T19:04:00+00:00,CALL,SPXW-20260304-06855.000-C,1.1721905002593993,2860.0,1,0,-1,0.0,0.0,0.0,daily_loss_stop,False,True
934,2026-03-05,2026-03,q1_2026,test,2026-03-05T15:07:00+00:00,PUT,SPXW-20260305-06880.000-P,0.9332215318679808,3370.0000000000005,1,1,0,3650.0,3650.0,0.0,,False,False
935,2026-03-05,2026-03,q1_2026,test,2026-03-05T15:37:00+00:00,CALL,SPXW-20260305-06805.000-C,1.6223915348052977,2580.0,1,1,0,900.0,900.0,0.0,,False,False
936,2026-03-05,2026-03,q1_2026,test,2026-03-05T15:50:00+00:00,CALL,SPXW-20260305-06805.000-C,1.4964653978347777,3210.0,1,1,0,-980.0,-980.0,0.0,,False,False
937,2026-03-05,2026-03,q1_2026,test,2026-03-05T18:38:00+00:00,CALL,SPXW-20260305-06750.000-C,2.1897967586517333,3410.0,1,1,0,960.0,960.0,0.0,,False,False
938,2026-03-05,2026-03,q1_2026,test,2026-03-05T19:05:00+00:00,CALL,SPXW-20260305-06760.000-C,1.4368829259872435,2620.0,1,1,0,370.0,370.0,0.0,,False,False
939,2026-03-06,2026-03,q1_2026,test,2026-03-06T15:00:00+00:00,CALL,SPXW-20260306-06710.000-C,0.7403988370895385,3479.9999999999995,1,1,0,1370.0,1370.0,0.0,,False,False
940,2026-03-06,2026-03,q1_2026,test,2026-03-06T16:18:00+00:00,CALL,SPXW-20260306-06735.000-C,1.257880223751068,3240.0,1,1,0,80.0,80.0,0.0,,False,False
941,2026-03-06,2026-03,q1_2026,test,2026-03-06T18:30:00+00:00,CALL,SPXW-20260306-06730.000-C,0.5537282953262328,3460.0,1,1,0,-80.0,-80.0,0.0,,False,False
942,2026-03-06,2026-03,q1_2026,test,2026-03-06T18:58:00+00:00,CALL,SPXW-20260306-06725.000-C,0.8775722513198851,3420.0000000000005,1,1,0,640.0,640.0,0.0,,False,False
943,2026-03-09,2026-03,q1_2026,test,2026-03-09T14:04:00+00:00,CALL,SPXW-20260309-06650.000-C,1.2332485148906707,3460.0,1,1,0,-180.0,-180.0,0.0,,False,False
944,2026-03-09,2026-03,q1_2026,test,2026-03-09T14:30:00+00:00,CALL,SPXW-20260309-06640.000-C,1.5432440767288207,3150.0,1,1,0,1490.0,1490.0,0.0,,False,False
945,2026-03-09,2026-03,q1_2026,test,2026-03-09T17:30:00+00:00,CALL,SPXW-20260309-06670.000-C,1.4412212500572203,3460.0,1,1,0,-180.0,-180.0,0.0,,False,False
946,2026-03-10,2026-03,q1_2026,test,2026-03-10T14:00:00+00:00,PUT,SPXW-20260310-06790.000-P,1.289008391857147,3279.9999999999995,1,1,0,650.0,650.0,0.0,,False,False
947,2026-03-10,2026-03,q1_2026,test,2026-03-10T14:15:00+00:00,PUT,SPXW-20260310-06785.000-P,1.2170374522209166,3130.0,1,1,0,-1680.0,-1680.0,0.0,,False,False
948,2026-03-10,2026-03,q1_2026,test,2026-03-10T17:39:00+00:00,CALL,SPXW-20260310-06815.000-C,1.3778814802169799,1500.0,1,1,0,560.0,560.0,0.0,,False,False
949,2026-03-11,2026-03,q1_2026,test,2026-03-11T14:00:00+00:00,CALL,SPXW-20260311-06785.000-C,1.0952693948745726,2480.0,1,1,0,-60.0,-60.0,0.0,,False,False
950,2026-03-11,2026-03,q1_2026,test,2026-03-11T14:33:00+00:00,PUT,SPXW-20260311-06790.000-P,1.4584261903762816,3260.0,1,1,0,-1530.0,-1530.0,0.0,,False,False
951,2026-03-11,2026-03,q1_2026,test,2026-03-11T15:12:00+00:00,PUT,SPXW-20260311-06770.000-P,2.1517399678230285,1450.0,1,1,0,680.0,680.0,0.0,,False,False
952,2026-03-12,2026-03,q1_2026,test,2026-03-12T14:04:00+00:00,PUT,SPXW-20260312-06735.000-P,1.3512275943756102,3110.0,1,1,0,60.0,60.0,0.0,,False,False
953,2026-03-12,2026-03,q1_2026,test,2026-03-12T14:13:00+00:00,PUT,SPXW-20260312-06740.000-P,1.3422117362022399,3220.0000000000005,1,1,0,1300.0,1300.0,0.0,,False,False
954,2026-03-12,2026-03,q1_2026,test,2026-03-12T14:44:00+00:00,CALL,SPXW-20260312-06675.000-C,0.421315384864807,3329.9999999999995,1,1,0,-170.0,-170.0,0.0,,False,False
955,2026-03-12,2026-03,q1_2026,test,2026-03-12T17:31:00+00:00,PUT,SPXW-20260312-06725.000-P,1.4926813373565673,2900.0,1,1,0,20.0,20.0,0.0,,False,False
956,2026-03-12,2026-03,q1_2026,test,2026-03-12T17:40:00+00:00,CALL,SPXW-20260312-06680.000-C,0.7361526618003844,3000.0,1,1,0,-800.0,-800.0,0.0,,False,False
957,2026-03-12,2026-03,q1_2026,test,2026-03-12T18:12:00+00:00,PUT,SPXW-20260312-06725.000-P,2.377077651977539,2820.0,1,1,0,920.0,920.0,0.0,,False,False
958,2026-03-13,2026-03,q1_2026,test,2026-03-13T14:30:00+00:00,CALL,SPXW-20260313-06685.000-C,0.8543674478530883,2890.0,1,1,0,-1020.0,-1020.0,0.0,,False,False
959,2026-03-13,2026-03,q1_2026,test,2026-03-13T15:12:00+00:00,CALL,SPXW-20260313-06650.000-C,1.1296998987197875,3350.0,1,1,0,-170.0,-170.0,0.0,,False,False
960,2026-03-13,2026-03,q1_2026,test,2026-03-13T17:30:00+00:00,PUT,SPXW-20260313-06665.000-P,2.5705675611495975,1970.0,1,1,0,350.0,350.0,0.0,,False,False
961,2026-03-13,2026-03,q1_2026,test,2026-03-13T17:49:00+00:00,PUT,SPXW-20260313-06650.000-P,3.081851078033447,1739.9999999999998,1,1,0,300.0,300.0,0.0,,False,False
962,2026-03-13,2026-03,q1_2026,test,2026-03-13T18:04:00+00:00,CALL,SPXW-20260313-06610.000-C,0.2729268798828124,3310.0,1,1,0,250.0,250.0,0.0,,False,False
963,2026-03-13,2026-03,q1_2026,test,2026-03-13T18:29:00+00:00,CALL,SPXW-20260313-06620.000-C,1.6062086353302,2380.0,1,1,0,1030.0,1030.0,0.0,,False,False
964,2026-03-16,2026-03,q1_2026,test,2026-03-16T14:41:00+00:00,CALL,SPXW-20260316-06670.000-C,0.7565410861968993,3279.9999999999995,1,1,0,640.0,640.0,0.0,,False,False
965,2026-03-16,2026-03,q1_2026,test,2026-03-16T14:59:00+00:00,CALL,SPXW-20260316-06675.000-C,1.7634027729034423,3290.0,1,1,0,110.0,110.0,0.0,,False,False
966,2026-03-16,2026-03,q1_2026,test,2026-03-16T15:11:00+00:00,PUT,SPXW-20260316-06725.000-P,1.8240684399604796,3190.0,1,1,0,-1410.0,-1410.0,0.0,,False,False
967,2026-03-16,2026-03,q1_2026,test,2026-03-16T17:30:00+00:00,CALL,SPXW-20260316-06670.000-C,1.774146867752075,3390.0,1,1,0,-660.0,-660.0,0.0,,False,False
968,2026-03-16,2026-03,q1_2026,test,2026-03-16T17:55:00+00:00,CALL,SPXW-20260316-06665.000-C,1.6632999906539916,3229.9999999999995,1,1,0,180.0,180.0,0.0,,False,False
969,2026-03-17,2026-03,q1_2026,test,2026-03-17T14:04:00+00:00,CALL,SPXW-20260317-06715.000-C,0.854815197944641,3270.0000000000005,1,1,0,-720.0,-720.0,0.0,,False,False
970,2026-03-17,2026-03,q1_2026,test,2026-03-17T14:31:00+00:00,PUT,SPXW-20260317-06745.000-P,2.2384316453933715,1850.0,1,1,0,80.0,80.0,0.0,,False,False
971,2026-03-17,2026-03,q1_2026,test,2026-03-17T14:43:00+00:00,CALL,SPXW-20260317-06710.000-C,0.8168257007598876,3350.0,1,1,0,200.0,200.0,0.0,,False,False
972,2026-03-17,2026-03,q1_2026,test,2026-03-17T15:04:00+00:00,PUT,SPXW-20260317-06765.000-P,1.7529046068191527,3080.0,1,1,0,640.0,640.0,0.0,,False,False
973,2026-03-18,2026-03,q1_2026,test,2026-03-18T14:00:00+00:00,PUT,SPXW-20260318-06725.000-P,0.567368281841278,3429.9999999999995,1,1,0,1600.0,1600.0,0.0,,False,False
974,2026-03-18,2026-03,q1_2026,test,2026-03-18T14:25:00+00:00,PUT,SPXW-20260318-06705.000-P,0.12555248832702648,3490.0,1,1,0,830.0,830.0,0.0,,False,False
975,2026-03-19,2026-03,q1_2026,test,2026-03-19T14:31:00+00:00,CALL,SPXW-20260319-06550.000-C,0.9539389739036559,3450.0,1,1,0,410.0,410.0,0.0,,False,False
976,2026-03-19,2026-03,q1_2026,test,2026-03-19T14:55:00+00:00,PUT,SPXW-20260319-06605.000-P,1.2617159838080405,2830.0,1,1,0,-340.0,-340.0,0.0,,False,False
977,2026-03-19,2026-03,q1_2026,test,2026-03-19T15:05:00+00:00,CALL,SPXW-20260319-06570.000-C,1.0120681056976317,3250.0,1,1,0,770.0,770.0,0.0,,False,False
978,2026-03-19,2026-03,q1_2026,test,2026-03-19T15:19:00+00:00,PUT,SPXW-20260319-06615.000-P,1.4442172775268554,2710.0,1,1,0,900.0,900.0,0.0,,False,False
979,2026-03-19,2026-03,q1_2026,test,2026-03-19T17:30:00+00:00,CALL,SPXW-20260319-06550.000-C,0.5344680080413817,3200.0,1,1,0,-170.0,-170.0,0.0,,False,False
980,2026-03-19,2026-03,q1_2026,test,2026-03-19T17:56:00+00:00,PUT,SPXW-20260319-06610.000-P,2.285834623336792,2810.0,1,2,1,660.0,1320.0,660.0,,True,False
981,2026-03-20,2026-03,q1_2026,test,2026-03-20T14:00:00+00:00,PUT,SPXW-20260320-06580.000-P,1.111498011112213,3420.0000000000005,1,1,0,550.0,550.0,0.0,,False,False
982,2026-03-20,2026-03,q1_2026,test,2026-03-20T14:30:00+00:00,CALL,SPXW-20260320-06520.000-C,1.0694955120086669,3470.0000000000005,1,1,0,370.0,370.0,0.0,,False,False
983,2026-03-20,2026-03,q1_2026,test,2026-03-20T14:49:00+00:00,CALL,SPXW-20260320-06530.000-C,1.2459049949645995,3220.0000000000005,1,1,0,-60.0,-60.0,0.0,,False,False
984,2026-03-20,2026-03,q1_2026,test,2026-03-20T15:16:00+00:00,PUT,SPXW-20260320-06585.000-P,2.0441047677993773,3460.0,1,1,0,910.0,910.0,0.0,,False,False
985,2026-03-20,2026-03,q1_2026,test,2026-03-20T15:23:00+00:00,CALL,SPXW-20260320-06520.000-C,0.9462214241027831,3329.9999999999995,1,1,0,370.0,370.0,0.0,,False,False
986,2026-03-20,2026-03,q1_2026,test,2026-03-20T17:36:00+00:00,PUT,SPXW-20260320-06545.000-P,2.383844805717468,1530.0,1,2,1,70.0,140.0,70.0,,True,False
987,2026-03-20,2026-03,q1_2026,test,2026-03-20T18:04:00+00:00,PUT,SPXW-20260320-06565.000-P,1.9631115922927855,3110.0,1,1,0,440.0,440.0,0.0,,False,False
988,2026-03-23,2026-03,q1_2026,test,2026-03-23T17:30:00+00:00,CALL,SPXW-20260323-06565.000-C,1.2877428064346312,2260.0,1,1,0,1330.0,1330.0,0.0,,False,False
989,2026-03-23,2026-03,q1_2026,test,2026-03-23T17:56:00+00:00,CALL,SPXW-20260323-06590.000-C,1.258767617702484,1940.0,1,1,0,120.0,120.0,0.0,,False,False
990,2026-03-23,2026-03,q1_2026,test,2026-03-23T18:07:00+00:00,PUT,SPXW-20260323-06605.000-P,3.055711937904358,1100.0,1,2,1,60.0,120.0,60.0,,True,False
991,2026-03-23,2026-03,q1_2026,test,2026-03-23T18:16:00+00:00,PUT,SPXW-20260323-06610.000-P,2.747421217918396,1360.0,1,2,1,280.0,560.0,280.0,,True,False
992,2026-03-23,2026-03,q1_2026,test,2026-03-23T18:25:00+00:00,CALL,SPXW-20260323-06575.000-C,1.1478472480773925,2880.0,1,1,0,1650.0,1650.0,0.0,,False,False
993,2026-03-23,2026-03,q1_2026,test,2026-03-23T18:42:00+00:00,CALL,SPXW-20260323-06595.000-C,1.7343983182907103,2080.0,1,1,0,350.0,350.0,0.0,,False,False
994,2026-03-24,2026-03,q1_2026,test,2026-03-24T14:00:00+00:00,CALL,SPXW-20260324-06520.000-C,0.6746453175544738,3370.0000000000005,1,1,0,510.0,510.0,0.0,,False,False
995,2026-03-24,2026-03,q1_2026,test,2026-03-24T14:40:00+00:00,CALL,SPXW-20260324-06535.000-C,0.5180090198516845,3040.0,1,1,0,1010.0,1010.0,0.0,,False,False
996,2026-03-24,2026-03,q1_2026,test,2026-03-24T17:30:00+00:00,CALL,SPXW-20260324-06530.000-C,1.5697496662139891,3329.9999999999995,1,1,0,-210.0,-210.0,0.0,,False,False
997,2026-03-24,2026-03,q1_2026,test,2026-03-24T17:55:00+00:00,CALL,SPXW-20260324-06550.000-C,1.5160970816612243,1520.0,1,1,0,750.0,750.0,0.0,,False,False
998,2026-03-25,2026-03,q1_2026,test,2026-03-25T14:10:00+00:00,PUT,SPXW-20260325-06620.000-P,1.0781071910858153,3390.0,1,1,0,-520.0,-520.0,0.0,,False,False
999,2026-03-25,2026-03,q1_2026,test,2026-03-25T14:20:00+00:00,CALL,SPXW-20260325-06595.000-C,1.8247024545669555,2310.0,1,1,0,230.0,230.0,0.0,,False,False
1000,2026-03-25,2026-03,q1_2026,test,2026-03-25T14:36:00+00:00,PUT,SPXW-20260325-06630.000-P,1.2621548900604247,2840.0,1,1,0,-160.0,-160.0,0.0,,False,False
1001,2026-03-25,2026-03,q1_2026,test,2026-03-25T14:48:00+00:00,CALL,SPXW-20260325-06590.000-C,0.7204037437438964,3190.0,1,1,0,50.0,50.0,0.0,,False,False
1002,2026-03-25,2026-03,q1_2026,test,2026-03-25T15:16:00+00:00,PUT,SPXW-20260325-06580.000-P,2.2027364501953124,1220.0,1,1,0,1440.0,1440.0,0.0,,False,False
1003,2026-03-25,2026-03,q1_2026,test,2026-03-25T15:24:00+00:00,CALL,SPXW-20260325-06580.000-C,1.948731852531433,2370.0,1,1,0,870.0,870.0,0.0,,False,False
1004,2026-03-26,2026-03,q1_2026,test,2026-03-26T14:47:00+00:00,CALL,SPXW-20260326-06540.000-C,0.8367338905334472,2370.0,1,1,0,-220.0,-220.0,0.0,,False,False
1005,2026-03-26,2026-03,q1_2026,test,2026-03-26T15:04:00+00:00,PUT,SPXW-20260326-06565.000-P,2.0646982321739196,2490.0,1,1,0,70.0,70.0,0.0,,False,False
1006,2026-03-26,2026-03,q1_2026,test,2026-03-26T15:16:00+00:00,PUT,SPXW-20260326-06565.000-P,2.1670818457603453,2540.0,1,1,0,220.0,220.0,0.0,,False,False
1007,2026-03-26,2026-03,q1_2026,test,2026-03-26T15:29:00+00:00,PUT,SPXW-20260326-06575.000-P,1.8326719532012938,3440.0,1,1,0,590.0,590.0,0.0,,False,False
1008,2026-03-26,2026-03,q1_2026,test,2026-03-26T17:31:00+00:00,PUT,SPXW-20260326-06530.000-P,2.1148187646865844,2320.0,1,2,1,240.0,480.0,240.0,,True,False
1009,2026-03-26,2026-03,q1_2026,test,2026-03-26T18:28:00+00:00,PUT,SPXW-20260326-06525.000-P,2.3372456560134887,3490.0,1,1,0,-770.0,-770.0,0.0,,False,False
1010,2026-03-27,2026-03,q1_2026,test,2026-03-27T14:01:00+00:00,PUT,SPXW-20260327-06425.000-P,1.3421654233932494,2510.0,1,1,0,170.0,170.0,0.0,,False,False
1011,2026-03-27,2026-03,q1_2026,test,2026-03-27T14:11:00+00:00,CALL,SPXW-20260327-06405.000-C,1.342211676597595,2810.0,1,1,0,1050.0,1050.0,0.0,,False,False
1012,2026-03-27,2026-03,q1_2026,test,2026-03-27T14:26:00+00:00,PUT,SPXW-20260327-06440.000-P,1.334545684814453,3000.0,1,1,0,250.0,250.0,0.0,,False,False
1013,2026-03-27,2026-03,q1_2026,test,2026-03-27T14:38:00+00:00,PUT,SPXW-20260327-06435.000-P,1.6974767277240752,2960.0,1,1,0,-150.0,-150.0,0.0,,False,False
1014,2026-03-27,2026-03,q1_2026,test,2026-03-27T14:49:00+00:00,CALL,SPXW-20260327-06400.000-C,1.0179169306755065,3260.0,1,1,0,320.0,320.0,0.0,,False,False
1015,2026-03-27,2026-03,q1_2026,test,2026-03-27T15:03:00+00:00,CALL,SPXW-20260327-06405.000-C,0.6045594940185546,3360.0,1,1,0,-610.0,-610.0,0.0,,False,False
1016,2026-03-27,2026-03,q1_2026,test,2026-03-27T15:23:00+00:00,CALL,SPXW-20260327-06420.000-C,2.169021321296692,1730.0,1,2,1,1450.0,2900.0,1450.0,,True,False
1017,2026-03-27,2026-03,q1_2026,test,2026-03-27T18:41:00+00:00,CALL,SPXW-20260327-06355.000-C,2.2380076179504393,2940.0,1,2,1,-830.0,-1660.0,-830.0,,True,False
1018,2026-03-30,2026-03,q1_2026,test,2026-03-30T14:15:00+00:00,PUT,SPXW-20260330-06405.000-P,0.8458860645294188,3030.0,1,1,0,280.0,280.0,0.0,,False,False
1019,2026-03-30,2026-03,q1_2026,test,2026-03-30T14:35:00+00:00,PUT,SPXW-20260330-06400.000-P,1.8750760087966918,2950.0,1,1,0,490.0,490.0,0.0,,False,False
1020,2026-03-30,2026-03,q1_2026,test,2026-03-30T14:46:00+00:00,CALL,SPXW-20260330-06355.000-C,0.5755729207992553,3180.0,1,1,0,1340.0,1340.0,0.0,,False,False
1021,2026-03-30,2026-03,q1_2026,test,2026-03-30T15:20:00+00:00,CALL,SPXW-20260330-06365.000-C,0.495054079055786,3270.0000000000005,1,1,0,1350.0,1350.0,0.0,,False,False
1022,2026-03-30,2026-03,q1_2026,test,2026-03-30T17:30:00+00:00,PUT,SPXW-20260330-06390.000-P,2.1078798303604125,3379.9999999999995,1,1,0,470.0,470.0,0.0,,False,False
1023,2026-03-30,2026-03,q1_2026,test,2026-03-30T17:36:00+00:00,CALL,SPXW-20260330-06335.000-C,0.8978204259872435,2370.0,1,1,0,1090.0,1090.0,0.0,,False,False
1024,2026-03-30,2026-03,q1_2026,test,2026-03-30T18:04:00+00:00,PUT,SPXW-20260330-06380.000-P,2.197053385734558,2370.0,1,2,1,360.0,720.0,360.0,,True,False
1025,2026-03-31,2026-03,q1_2026,test,2026-03-31T14:46:00+00:00,CALL,SPXW-20260331-06405.000-C,1.0135934183597564,3200.0,1,1,0,390.0,390.0,0.0,,False,False
1026,2026-03-31,2026-03,q1_2026,test,2026-03-31T18:00:00+00:00,CALL,SPXW-20260331-06465.000-C,1.5108396837711333,3030.0,1,1,0,870.0,870.0,0.0,,False,False
1027,2026-03-31,2026-03,q1_2026,test,2026-03-31T18:27:00+00:00,CALL,SPXW-20260331-06465.000-C,2.157913876533508,3300.0,1,1,0,550.0,550.0,0.0,,False,False
1028,2026-03-31,2026-03,q1_2026,test,2026-03-31T19:09:00+00:00,CALL,SPXW-20260331-06485.000-C,2.391222430229187,2360.0,1,2,1,1150.0,2300.0,1150.0,,True,False
