fold_id,evidence_grade,split,gate,strategy,n_all_gated,n_selected,gate_value_G,entry_uplift_E,selection_delta_C,identity_check_mean_V_sel,selected_mean_V_sel,identity_error,lifecycle_delta_policy1,lifecycle_delta_policy2,train_designated_alt_policy,train_designated_lifecycle_delta,serial_sampling_delta_A,bootstrap_ci_E_low,bootstrap_ci_E_high,bootstrap_ci_C_low,bootstrap_ci_C_high
march2026_current_split,provisional_current_march_splits_only,validation,put_near_after_0940_vwap_m2_10_near_vwap,attempt130_topk_parallel,205,20,55.829268292682926,158.0487804878049,-45.8780487804878,168.0,168.0,0.0,90.0,29.5,2,29.5,0.0,-162.00317664227208,550.0047192790157,-163.6738189377384,53.99714635140644
march2026_current_split,provisional_current_march_splits_only,diagnostic_test,put_near_after_0940_vwap_m2_10_near_vwap,all_gated_parallel,326,326,20.337423312883434,0.0,0.0,20.337423312883434,20.337423312883434,0.0,0.7975460122699386,56.058282208588956,2,56.058282208588956,0.0,0.0,0.0,0.0,0.0
march2026_current_split,provisional_current_march_splits_only,diagnostic_test,put_near_after_0940_vwap_m2_10_near_vwap,gate_first_eligible,326,26,20.337423312883434,-117.8669183577159,42.52949504483247,-55.0,-55.0,0.0,8.846153846153847,-14.23076923076923,2,-14.23076923076923,0.0,-282.16292791341266,24.862870341054872,-4.611575612832198,98.99418604651163
march2026_current_split,provisional_current_march_splits_only,diagnostic_test,put_near_after_0940_vwap_m2_10_near_vwap,slot_schedule_3win,326,23,20.337423312883434,-26.621098959722595,-1.1076287009869255,-7.391304347826086,-7.391304347826087,8.881784197001252e-16,-71.73913043478261,-49.34782608695652,2,-49.34782608695652,0.0,-289.3542337553741,173.58238533766703,-67.41839318563304,92.69349883329012
march2026_current_split,provisional_current_march_splits_only,diagnostic_test,put_near_after_0940_vwap_m2_10_near_vwap,attempt130_serial,326,17,20.337423312883434,7.189642728256942,-4.5858895705521405,22.941176470588236,22.941176470588236,0.0,-15.294117647058824,-234.11764705882354,2,-234.11764705882354,-81.17647058823529,-151.97324507389163,174.3005121777991,-72.33923844544317,59.96519081117294
march2026_current_split,provisional_current_march_splits_only,diagnostic_test,put_near_after_0940_vwap_m2_10_near_vwap,attempt130_topk_parallel,326,17,20.337423312883434,-121.04565138939012,42.47293395885963,-58.23529411764706,-58.23529411764706,0.0,49.705882352941174,-160.88235294117646,2,-160.88235294117646,0.0,-388.5696809057863,113.55235964217114,-45.07081614234142,144.3492896138136
march2026_current_split,provisional_current_march_splits_only,validation,put_near_after_0940_vwap_m2_10_premium_gte_7_5,all_gated_parallel,683,683,27.11566617862372,0.0,0.0,27.11566617862372,27.11566617862372,0.0,58.4264705882353,166.36229749631812,1,58.4264705882353,0.0,0.0,0.0,0.0,0.0
march2026_current_split,provisional_current_march_splits_only,validation,put_near_after_0940_vwap_m2_10_premium_gte_7_5,gate_first_eligible,683,23,27.11566617862372,-63.792730282003944,15.372716277293268,-21.304347826086957,-21.304347826086957,0.0,-159.56521739130434,-174.34782608695653,1,-159.56521739130434,0.0,-297.49385688069697,137.9633759345869,-39.90981196151908,88.66537092906317
march2026_current_split,provisional_current_march_splits_only,validation,put_near_after_0940_vwap_m2_10_premium_gte_7_5,slot_schedule_3win,683,22,27.11566617862372,-58.59510182350592,37.38852655397311,5.9090909090909065,5.909090909090909,-2.6645352591003757e-15,-162.27272727272728,106.81818181818181,1,-162.27272727272728,0.0,-252.2564161879324,114.99646214263821,-9.514284733985829,93.50135601503419
march2026_current_split,provisional_current_march_splits_only,diagnostic_test,put_near_after_0940_vwap_m2_10_premium_gte_7_5,all_gated_parallel,856,856,37.07943925233645,0.0,0.0,37.07943925233645,37.07943925233645,0.0,124.11214953271028,199.17056074766356,1,124.11214953271028,0.0,0.0,0.0,0.0,0.0
march2026_current_split,provisional_current_march_splits_only,diagnostic_test,put_near_after_0940_vwap_m2_10_premium_gte_7_5,gate_first_eligible,856,25,37.07943925233645,-163.9408878504673,50.86144859813085,-76.00000000000001,-76.0,-1.4210854715202004e-14,-12.8,-30.8,1,-12.8,0.0,-368.8285915255986,-18.61956429908052,6.847300122195855,96.01150003277185
march2026_current_split,provisional_current_march_splits_only,diagnostic_test,put_near_after_0940_vwap_m2_10_premium_gte_7_5,slot_schedule_3win,856,23,37.07943925233645,3.54606867127184,21.983187728565625,62.608695652173914,62.608695652173914,0.0,-41.73913043478261,-161.7391304347826,1,-41.73913043478261,0.0,-257.91694978122416,226.23113052196598,-41.32782539088489,101.78871519163714
